,id,home_team,away_team,home_team_abv,away_team_abv,datetime
281,1022500282, Atlanta Dream,Connecticut Sun,ATL,CON,2025-09-10T13:00:00.000Z
282,1022500283, New York Liberty,Chicago Sky,NYL,CHI,2025-09-11T13:00:00.000Z
283,1022500284, Phoenix Mercury,Dallas Wings,PHX,DAL,2025-09-11T13:00:00.000Z
284,1022500285, Golden State Valkyries,Minnesota Lynx,GSV,MIN,2025-09-11T13:00:00.000Z
285,1022500286, Las Vegas Aces,Los Angeles Sparks,LVA,LAS,2025-09-11T13:00:00.000Z
286,1032500001, Team Collier,Team Clark, Team Collier,Team Clark,2025-07-19T13:00:00.000Z
287,1042500101, Golden State Valkyries,Minnesota Lynx,GSV,MIN,2025-09-14T13:00:00.000Z
288,1042500102, Minnesota Lynx,Golden State Valkyries,MIN,GSV,2025-09-17T13:00:00.000Z
289,1042500111, Seattle Storm,Las Vegas Aces,SEA,LVA,2025-09-14T13:00:00.000Z
290,1042500112, Las Vegas Aces,Seattle Storm,LVA,SEA,2025-09-16T13:00:00.000Z
291,1042500113, Seattle Storm,Las Vegas Aces,SEA,LVA,2025-09-18T13:00:00.000Z
292,1042500121, Indiana Fever,Atlanta Dream,IND,ATL,2025-09-14T13:00:00.000Z
293,1042500122, Atlanta Dream,Indiana Fever,ATL,IND,2025-09-16T13:00:00.000Z
294,1042500123, Indiana Fever,Atlanta Dream,IND,ATL,2025-09-18T13:00:00.000Z
295,1042500131, New York Liberty,Phoenix Mercury,NYL,PHX,2025-09-14T13:00:00.000Z
296,1042500132, Phoenix Mercury,New York Liberty,PHX,NYL,2025-09-17T13:00:00.000Z
297,1042500133, New York Liberty,Phoenix Mercury,NYL,PHX,2025-09-19T13:00:00.000Z
298,1042500201, Phoenix Mercury,Minnesota Lynx,PHX,MIN,2025-09-21T13:00:00.000Z
299,1042500202, Phoenix Mercury,Minnesota Lynx,PHX,MIN,2025-09-23T13:00:00.000Z
300,1042500203, Minnesota Lynx,Phoenix Mercury,MIN,PHX,2025-09-26T13:00:00.000Z
301,1042500204, Minnesota Lynx,Phoenix Mercury,MIN,PHX,2025-09-28T13:00:00.000Z
302,1042500211, Indiana Fever,Las Vegas Aces,IND,LVA,2025-09-21T13:00:00.000Z
303,1042500212, Indiana Fever,Las Vegas Aces,IND,LVA,2025-09-23T13:00:00.000Z
304,1042500213, Las Vegas Aces,Indiana Fever,LVA,IND,2025-09-26T13:00:00.000Z
305,1042500214, Las Vegas Aces,Indiana Fever,LVA,IND,2025-09-28T13:00:00.000Z
306,1042500215, Indiana Fever,Las Vegas Aces,IND,LVA,2025-09-30T13:00:00.000Z
307,1042500301, Phoenix Mercury,Las Vegas Aces,PHX,LVA,2025-10-03T13:00:00.000Z
308,1042500302, Phoenix Mercury,Las Vegas Aces,PHX,LVA,2025-10-05T13:00:00.000Z
309,1042500303, Las Vegas Aces,Phoenix Mercury,LVA,PHX,2025-10-08T13:00:00.000Z
310,1042500304, Las Vegas Aces,Phoenix Mercury,LVA,PHX,2025-10-10T13:00:00.000Z
