,play-team-vtm-link,play-team-vtm,quarter,time,score,neutral,play-team-htm-link,play-team-htm,play-team-vtm-video-url,play-team-htm-video-url
195,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=295&Season=2025&title=Peters Free Throw 1 of 2 (3 PTS)&SeasonType=Regular Season&LeagueID=10,Peters Free Throw 1 of 2 (3 PTS),2,0:33,38 - 47,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/295/442da8c8-77ee-42cd-018a-55c38fe6e487_1280x720.mp4,
196,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=296&Season=2025&title=Peters Free Throw 2 of 2 (4 PTS)&SeasonType=Regular Season&LeagueID=10,Peters Free Throw 2 of 2 (4 PTS),2,0:33,39 - 47,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/296/9f25483d-813f-2b39-72b9-04156f499d3b_1280x720.mp4,
197,,,2,0:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=297&Season=2025&title=Cunningham OFF.Foul (P3)&SeasonType=Regular Season&LeagueID=10,Cunningham OFF.Foul (P3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/297/1c023f9b-613e-bc40-b0b0-dcaa5a5660a4_1280x720.mp4
198,,,2,0:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=299&Season=2025&title=Cunningham Offensive Foul Turnover (P2.T8)&SeasonType=Regular Season&LeagueID=10,Cunningham Offensive Foul Turnover (P2.T8),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/299/22ab56fe-ec99-e19c-6062-484ff09b0a25_1280x720.mp4
199,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=300&Season=2025&title=MISS Brown 10' Floating Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Brown 10' Floating Jump Shot,2,0:03,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/300/67e30919-3f7f-a8d9-340d-8ef6ccbbb65a_1280x720.mp4,
200,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=304&Season=2025&title=Sun Rebound&SeasonType=Regular Season&LeagueID=10,Sun Rebound,2,0:03,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/304/ee02a1de-0ac0-45b4-f236-0035b69cdb0e_1280x720.mp4,
201,,,2,0:00,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=301&Season=2025&title= &SeasonType=Regular Season&LeagueID=10,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/301/ed6d112c-162a-9d75-96b2-9cb314027739_1280x720.mp4
202,,,2,0:00,39 - 47,End of 2nd Period (7:54 PM EST),,,,
203,,,3,9:47,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=313&Season=2025&title=MISS Clark 16' Floating Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Clark 16' Floating Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/313/32aa0916-30c9-357e-ce92-170d4a299285_1280x720.mp4
204,,,3,9:43,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=314&Season=2025&title=FEVER Rebound&SeasonType=Regular Season&LeagueID=10,FEVER Rebound,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/314/ac784c6c-909b-ba83-b475-a011dbe06afa_1280x720.mp4
205,,,3,9:29,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=316&Season=2025&title=FEVER Turnover: Shot Clock (T#9)&SeasonType=Regular Season&LeagueID=10,FEVER Turnover: Shot Clock (T#9),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/316/0005312b-f6bd-3629-ac5d-4ae95af2820c_1280x720.mp4
206,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=317&Season=2025&title=Mabrey 2' Cutting Layup Shot (6 PTS) (Hartley 1 AST)&SeasonType=Regular Season&LeagueID=10,Mabrey 2' Cutting Layup Shot (6 PTS) (Hartley 1 AST),3,9:10,41 - 47,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/317/86d1d368-bd47-1bf4-ffed-d8404f7301bc_1280x720.mp4,
207,,,3,8:52,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=319&Season=2025&title=MISS Mitchell 26' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 26' 3PT Pullup Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/319/731a706b-fbed-b7a8-a1ad-ccfa3e4c3b57_1280x720.mp4
208,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=320&Season=2025&title=Mabrey REBOUND (Off:0 Def:5)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:0 Def:5),3,8:49,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/320/ef3f4f9e-0d19-d5ce-d224-adf1db7ceadb_1280x720.mp4,
209,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=321&Season=2025&title=MISS Mabrey 29' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mabrey 29' 3PT Pullup Jump Shot,3,8:42,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/321/4282ad09-dee0-cbf1-a8c8-f6a06297de42_1280x720.mp4,
210,,,3,8:39,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=322&Season=2025&title=Boston REBOUND (Off:0 Def:4)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:0 Def:4),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/322/e91be391-f485-7896-0cfa-6d54328622ec_1280x720.mp4
211,,,3,8:33,41 - 50,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=323&Season=2025&title=Hull 3PT Running Jump Shot (8 PTS) (Boston 4 AST)&SeasonType=Regular Season&LeagueID=10,Hull 3PT Running Jump Shot (8 PTS) (Boston 4 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/323/a96163c4-a324-e6ad-98ad-2a08327357ef_1280x720.mp4
212,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=325&Season=2025&title=MISS Hartley 1' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Hartley 1' Driving Layup,3,8:18,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=325&Season=2025&title=Boston BLOCK (1 BLK)&SeasonType=Regular Season&LeagueID=10,Boston BLOCK (1 BLK),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/325/a30a4bdf-1c86-1071-6dd3-a4c6e3d077e2_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/325/a30a4bdf-1c86-1071-6dd3-a4c6e3d077e2_1280x720.mp4
213,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=327&Season=2025&title=Nelson-Ododa REBOUND (Off:3 Def:1)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa REBOUND (Off:3 Def:1),3,8:15,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/327/ddcca8a1-5a15-86af-bce7-1a604fdcc7e2_1280x720.mp4,
214,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=328&Season=2025&title=Nelson-Ododa 1' Putback Layup (8 PTS)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa 1' Putback Layup (8 PTS),3,8:15,43 - 50,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/328/501240ff-32b2-5d83-2cac-89182adb0506_1280x720.mp4,
215,,,3,7:57,43 - 53,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=330&Season=2025&title=Mitchell 3PT Jump Shot (15 PTS) (Boston 5 AST)&SeasonType=Regular Season&LeagueID=10,Mitchell 3PT Jump Shot (15 PTS) (Boston 5 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/330/471592af-f885-ab11-85fd-70f2be0715b0_1280x720.mp4
216,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=332&Season=2025&title=MISS Charles 19' Step Back Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 19' Step Back Jump Shot,3,7:40,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/332/56e3c4ac-ccaf-ec5e-7264-cb4dad1c8212_1280x720.mp4,
217,,,3,7:38,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=333&Season=2025&title=Boston REBOUND (Off:0 Def:5)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:0 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/333/1847b480-b9fd-7b44-198d-99ba5299c18e_1280x720.mp4
218,,,3,7:27,43 - 55,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=334&Season=2025&title=Howard Layup (12 PTS) (Clark 6 AST)&SeasonType=Regular Season&LeagueID=10,Howard Layup (12 PTS) (Clark 6 AST),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/334/90787d3b-ad36-152e-5968-51d989d1bb22_1280x720.mp4
219,,Howard Layup (12 PTS) (Clark 6 AST),3,7:26,,,,,,
220,,,3,7:26,43 - 55,Instant Replay3rd Period (8:14 PM EST),,,,
221,,,3,7:26,43 - 55,Instant Replay3rd Period (8:14 PM EST),,,,
222,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=339&Season=2025&title=MISS Hartley 26' 3PT Pullup Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Hartley 26' 3PT Pullup Jump Shot,3,7:12,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/339/5a00efb1-318e-843e-6026-565550bc83f5_1280x720.mp4,
223,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=340&Season=2025&title=Sheldon REBOUND (Off:1 Def:0)&SeasonType=Regular Season&LeagueID=10,Sheldon REBOUND (Off:1 Def:0),3,7:07,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/340/35151155-e300-a3c5-afbb-b15381c37450_1280x720.mp4,
224,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=341&Season=2025&title=MISS Charles 26' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 26' 3PT Jump Shot,3,6:53,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/341/1e780fd0-43dc-01cc-afc4-080ec71faf95_1280x720.mp4,
225,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=342&Season=2025&title=Nelson-Ododa REBOUND (Off:4 Def:1)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa REBOUND (Off:4 Def:1),3,6:51,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/342/8bd23b69-880b-729d-5094-13cb2a968f50_1280x720.mp4,
226,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=344&Season=2025&title=Nelson-Ododa Out of Bounds - Bad Pass Turnover Turnover (P1.T7)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa Out of Bounds - Bad Pass Turnover Turnover (P1.T7),3,6:40,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/344/02a9b22b-6ee2-fe5c-8875-c66965a79a99_1280x720.mp4,
227,,,3,6:26,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=345&Season=2025&title=MISS Mitchell 20' Step Back Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 20' Step Back Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/345/98ccdfbd-e2fa-acab-8a2f-ccdb36d56f7f_1280x720.mp4
228,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=346&Season=2025&title=Sun Rebound&SeasonType=Regular Season&LeagueID=10,Sun Rebound,3,6:25,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/346/0ad7e507-fd37-c339-c394-0af81adab18a_1280x720.mp4,
229,,,3,6:25,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=347&Season=2025&title=Hull L.B.FOUL (P2.T1)&SeasonType=Regular Season&LeagueID=10,Hull L.B.FOUL (P2.T1),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/347/c9cd830f-9122-9f16-11a9-07be1ac53d26_1280x720.mp4
230,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=349&Season=2025&title=MISS Hartley 25' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Hartley 25' 3PT Jump Shot,3,6:08,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/349/4f174c62-210d-afcc-b372-688c77af4cf1_1280x720.mp4,
231,,,3,6:05,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=350&Season=2025&title=Boston REBOUND (Off:0 Def:6)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:0 Def:6),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/350/23b23543-0768-931a-c6a8-d50dcc98dded_1280x720.mp4
232,,,3,5:48,,,,,,
233,,,3,5:47,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=352&Season=2025&title=Boston REBOUND (Off:1 Def:6)&SeasonType=Regular Season&LeagueID=10,Boston REBOUND (Off:1 Def:6),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/352/7d1557f1-3846-8848-ac3f-cd9eb6fbe1c1_1280x720.mp4
234,,,3,5:45,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=353&Season=2025&title=MISS Mitchell 24' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 24' 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/353/f40ece54-0b7d-da33-d563-31a80af3bd3a_1280x720.mp4
235,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=354&Season=2025&title=Nelson-Ododa REBOUND (Off:4 Def:2)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa REBOUND (Off:4 Def:2),3,5:41,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/354/1c2ed700-6fd7-a52e-b397-6fa929eb25f5_1280x720.mp4,
236,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=355&Season=2025&title=MISS Charles 5' Turnaround Hook Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 5' Turnaround Hook Shot,3,5:32,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/355/fb3d2987-8e94-0d48-8e23-2214567f0497_1280x720.mp4,
237,,,3,5:30,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=356&Season=2025&title=Hull REBOUND (Off:0 Def:2)&SeasonType=Regular Season&LeagueID=10,Hull REBOUND (Off:0 Def:2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/356/40cece42-f1bd-e351-bca4-4cceea0770fa_1280x720.mp4
238,,,3,5:19,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=357&Season=2025&title=MISS Mitchell 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Mitchell 3PT Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/357/1410e3de-a6aa-6366-a19f-fb65cf0bb4a7_1280x720.mp4
239,,,3,5:18,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=358&Season=2025&title=Howard REBOUND (Off:4 Def:4)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:4 Def:4),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/358/3ee47201-2f2a-f7d6-ecfa-c7e5332c4350_1280x720.mp4
240,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=359&Season=2025&title=Mabrey STEAL (2 STL)&SeasonType=Regular Season&LeagueID=10,Mabrey STEAL (2 STL),3,5:15,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=359&Season=2025&title=Howard Lost Ball Turnover (P2.T10)&SeasonType=Regular Season&LeagueID=10,Howard Lost Ball Turnover (P2.T10),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/359/50128822-64fd-133f-cdc7-3ff7c575abfb_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/359/50128822-64fd-133f-cdc7-3ff7c575abfb_1280x720.mp4
241,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=361&Season=2025&title=MISS Charles 1' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Charles 1' Driving Layup,3,5:02,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/361/61c6941e-7ff2-e9a3-a3ad-96b1cebcdbc2_1280x720.mp4,
242,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=362&Season=2025&title=Charles REBOUND (Off:2 Def:2)&SeasonType=Regular Season&LeagueID=10,Charles REBOUND (Off:2 Def:2),3,5:01,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/362/3b7b4c58-2aba-79ae-84da-2a4bdf20c055_1280x720.mp4,
243,,,3,5:01,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=363&Season=2025&title=Clark S.FOUL (P2.T2)&SeasonType=Regular Season&LeagueID=10,Clark S.FOUL (P2.T2),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/363/6c131e14-bb5b-1653-5cf1-2e086ebd8275_1280x720.mp4
244,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=365&Season=2025&title=Charles Free Throw 1 of 2 (17 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 1 of 2 (17 PTS),3,5:01,44 - 55,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/365/872c22dc-494c-59e2-11b9-bb9aadd0916c_1280x720.mp4,
245,,,3,5:01,,,,,,
246,,,3,5:01,,,,,,
247,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=370&Season=2025&title=Charles Free Throw 2 of 2 (18 PTS)&SeasonType=Regular Season&LeagueID=10,Charles Free Throw 2 of 2 (18 PTS),3,5:01,45 - 55,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/370/c70495f0-85ce-e7a0-747f-656b377275fd_1280x720.mp4,
248,,,3,4:48,45 - 55,Instant Replay3rd Period (8:25 PM EST),,,,
249,,,3,4:48,45 - 55,Instant Replay3rd Period (8:27 PM EST),,,,
250,,,3,4:48,,"Double Technical - Charles, Clark",,,,
251,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=377&Season=2025&title=Mabrey T.FOUL (P1.T0)&SeasonType=Regular Season&LeagueID=10,Mabrey T.FOUL (P1.T0),3,4:48,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/377/2720e34d-aca3-e481-c334-9af91e383012_1280x720.mp4,
252,,,3,4:48,45 - 56,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=378&Season=2025&title=Clark Free Throw Technical (13 PTS)&SeasonType=Regular Season&LeagueID=10,Clark Free Throw Technical (13 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/378/cd167648-860e-a864-5941-2a46dce3f7cf_1280x720.mp4
253,,Clark Free Throw Technical (13 PTS),3,4:48,,,,,,
254,,,3,4:48,45 - 57,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=381&Season=2025&title=Clark Free Throw Flagrant 1 of 2 (14 PTS)&SeasonType=Regular Season&LeagueID=10,Clark Free Throw Flagrant 1 of 2 (14 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/381/70e6e54a-41ca-05c1-ee2f-14b10cc0c725_1280x720.mp4
255,,,3,4:48,45 - 58,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=382&Season=2025&title=Clark Free Throw Flagrant 2 of 2 (15 PTS)&SeasonType=Regular Season&LeagueID=10,Clark Free Throw Flagrant 2 of 2 (15 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/382/e4292716-a125-489c-9240-4c36a99b7110_1280x720.mp4
256,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=383&Season=2025&title=Mabrey STEAL (3 STL)&SeasonType=Regular Season&LeagueID=10,Mabrey STEAL (3 STL),3,4:45,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=383&Season=2025&title=Colson Bad Pass Turnover (P1.T11)&SeasonType=Regular Season&LeagueID=10,Colson Bad Pass Turnover (P1.T11),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/383/8fcfdb2a-4cf9-2c7f-a2c5-0d21348422b1_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/383/8fcfdb2a-4cf9-2c7f-a2c5-0d21348422b1_1280x720.mp4
257,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=385&Season=2025&title=MISS Charles 18' Step Back Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Charles 18' Step Back Jump Shot,3,4:26,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/385/ecf4d521-3073-b575-914a-ffa6baed6a29_1280x720.mp4,
258,,,3,4:23,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=386&Season=2025&title=Howard REBOUND (Off:4 Def:5)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:4 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/386/76d1e6d8-f43f-67b7-fea3-b23d49115776_1280x720.mp4
259,,,3,4:06,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=387&Season=2025&title=MISS Hull 1' Driving Finger Roll Layup&SeasonType=Regular Season&LeagueID=10,MISS Hull 1' Driving Finger Roll Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/387/7c6477b0-c737-e54e-f5e6-a00c90c67957_1280x720.mp4
260,,,3,4:03,45 - 60,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=389&Season=2025&title=Howard 1' Tip Layup Shot (14 PTS)&SeasonType=Regular Season&LeagueID=10,Howard 1' Tip Layup Shot (14 PTS),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/389/39b41c8e-3b4f-b899-285e-bbe7498b98c7_1280x720.mp4
261,,,3,4:03,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=388&Season=2025&title=Howard REBOUND (Off:5 Def:5)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:5 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/388/f32110cd-c7e6-7c72-4105-6d288ec738eb_1280x720.mp4
262,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=390&Season=2025&title=Nelson-Ododa OFF.Foul (P3)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa OFF.Foul (P3),3,3:55,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/390/cc2feda5-f4f5-dfe3-dda0-b18b396e052d_1280x720.mp4,
263,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=392&Season=2025&title=Nelson-Ododa Offensive Foul Turnover (P2.T8)&SeasonType=Regular Season&LeagueID=10,Nelson-Ododa Offensive Foul Turnover (P2.T8),3,3:55,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/392/67488d62-28e4-d7af-41c9-7b54c48f86e9_1280x720.mp4,
264,,,3,3:55,,,,,,
265,,,3,3:44,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=395&Season=2025&title=MISS Boston 15' Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Boston 15' Jump Shot,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/395/f6295c14-edef-da5a-a2ae-88c9fa474952_1280x720.mp4
266,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=396&Season=2025&title=Mabrey REBOUND (Off:0 Def:6)&SeasonType=Regular Season&LeagueID=10,Mabrey REBOUND (Off:0 Def:6),3,3:40,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/396/8ac04b0e-582a-46cc-fc7e-1c99f9e93b74_1280x720.mp4,
267,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=397&Season=2025&title=Sheldon Bad Pass Turnover (P1.T9)&SeasonType=Regular Season&LeagueID=10,Sheldon Bad Pass Turnover (P1.T9),3,3:24,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=397&Season=2025&title=Colson STEAL (1 STL)&SeasonType=Regular Season&LeagueID=10,Colson STEAL (1 STL),https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/397/f455ff40-c4d4-531f-86fd-9a32b64581a1_1280x720.mp4,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/397/f455ff40-c4d4-531f-86fd-9a32b64581a1_1280x720.mp4
268,,,3,3:16,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=399&Season=2025&title=MISS Clark 2' Driving Layup&SeasonType=Regular Season&LeagueID=10,MISS Clark 2' Driving Layup,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/399/190216a9-2ff9-4a41-6c84-29e45f2e9020_1280x720.mp4
269,,,3,3:13,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=400&Season=2025&title=Howard REBOUND (Off:6 Def:5)&SeasonType=Regular Season&LeagueID=10,Howard REBOUND (Off:6 Def:5),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/400/f5413741-c49a-35c1-9d7b-979448f0f346_1280x720.mp4
270,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=401&Season=2025&title=Sheldon P.FOUL (P3.T2)&SeasonType=Regular Season&LeagueID=10,Sheldon P.FOUL (P3.T2),3,3:13,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/401/2a672a8e-83a9-0100-b9fa-25fd9d6c4432_1280x720.mp4,
271,,,3,3:13,,,,,,
272,,,3,3:13,,,,,,
273,,,3,3:13,,,,,,
274,,,3,3:13,,,,,,
275,,,3,3:09,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=411&Season=2025&title=Dantas OFF.Foul (P3)&SeasonType=Regular Season&LeagueID=10,Dantas OFF.Foul (P3),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/411/f836c07b-6fb3-e9ec-b49a-660cbc618d66_1280x720.mp4
276,,,3,3:09,,,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=413&Season=2025&title=Dantas Offensive Foul Turnover (P3.T12)&SeasonType=Regular Season&LeagueID=10,Dantas Offensive Foul Turnover (P3.T12),,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/413/7d9fd7c8-49c3-e302-4f02-dccaa0cabc17_1280x720.mp4
277,https://stats.wnba.com/events/?flag=1&GameID=1022500071&GameEventID=414&Season=2025&title=MISS Allen 24' 3PT Jump Shot&SeasonType=Regular Season&LeagueID=10,MISS Allen 24' 3PT Jump Shot,3,2:57,,,,,https://videos.nba.com/wnba/pbp/media/2025/06/17/1022500071/414/4fe24735-1909-4294-e095-f38ef03a64af_1280x720.mp4,
